width;height;bbox
2163;1081;2591798.513233526,1227229.4946196608,2599735.447928754,1231196.1272620747
1995;1272;2640988.6483625523,1252107.6316903243,2641909.0199999264,1252694.455110244
2220;1097;2640333.5592362317,1253323.9455416636,2640396.6449311194,1253355.1189683718
2524;1288;2610810.559638323,1231406.6973947717,2612907.3526022364,1232476.693170335
2275;1396;2622905.6942468644,1252100.9511753863,2638724.396346343,1261807.7239801653
2533;1283;2626471.0251829806,1235252.852523207,2627385.1935425666,1235715.8916094087
2259;1302;2632381.841693759,1241321.6777533235,2632682.670520949,1241495.0638237095
2557;1170;2608666.5016649123,1223499.0166800427,2609681.772996705,1223963.5718064401
2387;1356;2614856.471587916,1227434.0194121897,2615262.633862422,1227664.7508928059
2548;1255;2606456.9219944845,1221619.3372948181,2609262.6418830096,1223001.2754659716
2180;1378;2608101.274484641,1248945.2824073245,2611008.8143825084,1250783.1677189122
2533;1351;2606495.3231827165,1255237.1618052244,2618285.8790411144,1261525.7685816537
2400;1368;2603854.556845939,1260098.5059724143,2608896.937121219,1262972.6627293238
2287;1246;2596241.1060397327,1260707.0518001197,2607090.9984841757,1266618.2743562087
1950;1083;2622323.193268746,1230055.8464615194,2640466.2116718087,1240132.1997592205
2258;1193;2627280.603822965,1241830.8054744925,2627420.9438629644,1241904.9532458473
2077;1413;2628152.87635254,1229155.5816517847,2640165.6798224635,1237327.98959738
2111;1292;2612495.039327459,1216918.313892918,2622257.775496393,1222893.4229077275
2219;1153;2613859.9605411505,1255232.474451413,2614890.2252643965,1255767.8035302334
1975;1337;2627454.28115328,1235323.6182791335,2627781.0903574475,1235544.8556998791
2034;1436;2638876.691995499,1256510.1984197618,2639772.967909968,1257142.9674527892
1954;1283;2597307.6182014765,1256643.8556071979,2602887.3196238,1260307.4978409957
2182;1317;2624272.021665148,1254950.87720466,2641329.0368378223,1265246.0600563616
2230;1400;2622463.9204337215,1242725.6472646098,2622571.649041394,1242793.279574359
2212;1200;2624767.3086125287,1240091.5143274888,2625324.884761032,1240393.9968673643
2268;1259;2610837.5064411727,1239106.7766754255,2611970.4458309305,1239735.6879151547
2109;1333;2620822.307977989,1231692.556448381,2633781.5314489803,1239883.4738911646
2503;1245;2600430.949763784,1232097.3747544102,2600489.311575533,1232126.4041014444
2452;1124;2622565.872875391,1248315.4704383991,2639545.0251389095,1256098.7359947592
1933;1433;2592236.4957421403,1235483.36712331,2616279.6173365396,1253307.3677672693
2409;1330;2601413.9741056403,1231142.7520343948,2632084.34448683,1248075.7502108088
2027;1086;2637192.854620163,1244015.912302519,2637415.444173249,1244135.168471563
2082;1108;2617941.3761771433,1221872.2722105547,2620702.5275383824,1223341.7033864688
2180;1387;2602964.039045932,1237566.093180572,2644003.6147141783,1263677.0525621583
2272;1430;2611728.28899573,1252717.9354330287,2615504.8147167074,1255094.8860408622
2053;1391;2609591.0987963355,1223043.8471625687,2619983.6496053874,1230085.2685826325
2135;1380;2635681.2100512413,1244873.2863328578,2647039.339949119,1252214.8410209469
2023;1340;2598003.9896829342,1218498.9367411619,2600176.02935406,1219937.6580260398
2274;1343;2607167.1296522315,1259967.7801683107,2608351.836969348,1260667.4555979008
2424;1104;2616850.6521448554,1239210.247672592,2627101.6211616998,1243879.0058386794
2448;1253;2594050.5640407302,1229688.7371855946,2594106.1012061113,1229717.1636840515
2414;1262;2609472.8114055805,1230031.0304443336,2611588.907937548,1231137.291348784
2469;1103;2601885.687175489,1214388.907598407,2608406.2380328095,1217301.89568898
2474;1395;2640184.1293797754,1255894.3751391124,2640285.656624455,1255951.622716448
2234;1149;2591049.4920076416,1245995.4588601487,2624910.9430237417,1263411.2185815
2090;1124;2598883.906995552,1260180.8663649934,2602267.344373127,1262000.475748914
2541;1277;2629784.2814826495,1236433.892814369,2631821.5978928036,1237457.76257264
2159;1307;2609902.046333669,1238124.5162407309,2610085.886274284,1238235.8079509595
2337;1327;2599621.21250763,1245068.516374429,2637156.219808292,1266381.719065049
2526;1409;2611649.872587073,1228952.4903651145,2626236.1567401434,1237088.7034972114
2530;1182;2623813.8457246064,1242951.7022202115,2626317.414871339,1244121.3538927163
2134;1405;2592882.061624891,1242965.488870806,2603415.561114059,1249900.6185719683
2492;1154;2599926.373720112,1251339.4980864332,2617884.6833644067,1259655.6655541363
2264;1313;2618395.2932409286,1253091.7601193425,2627033.7301465836,1258101.5956569423
1920;1224;2621023.129093828,1242647.8130336285,2648546.6730723516,1260194.0723199372
2270;1273;2597476.2508214377,1244022.556578238,2619304.15156202,1256263.4894605116
2024;1102;2618634.562018292,1241828.0643482134,2624072.9453878077,1244789.0813804297
2096;1359;2611559.174807459,1242356.0952751436,2625031.732184342,1251091.4032308613
2469;1351;2597998.4867825783,1214321.2978259276,2615128.32195658,1223694.4883160356
2133;1231;2606318.222263934,1247815.6024952533,2606427.954913078,1247878.9315581208
2384;1436;2613975.705867373,1257212.2275759429,2614310.6904620626,1257414.0052093212
2451;1392;2599950.864714583,1229120.3692964138,2628868.629731243,1245543.6777024488
2371;1420;2596172.750156769,1233217.521193972,2602487.23779065,1236999.2894099618
2424;1368;2593406.9018840156,1223568.5200637227,2641214.8182607433,1250549.2253456383
2497;1307;2600927.3306120103,1237250.9423843562,2611494.1645446336,1242781.9203378758
2061;1125;2601896.666655259,1230957.1934600908,2601925.868753286,1230973.1334699306
2317;1101;2596613.1692914544,1225009.4564484833,2603147.695027574,1228114.55478058
1977;1370;2605599.3398727826,1254973.90544501,2622626.978112181,1266773.5333600207
2528;1321;2616723.9368651216,1217647.0546496161,2637651.522601742,1228582.7115950575
2252;1272;2604805.576230355,1220875.1322799353,2605341.264295708,1221177.7056454457
2435;1148;2617427.2393906056,1251557.2578774912,2619766.9469997506,1252660.3315264846
2408;1333;2604895.8018537704,1259321.4190582144,2605091.874522945,1259429.9592857934
2537;1295;2615865.032420283,1228697.4632092442,2617738.525212232,1229653.7790017447
2393;1437;2594949.589626322,1220167.3189384304,2601588.1861580363,1224153.8058653316
2037;1196;2595016.207307235,1217404.5926064565,2618770.541335154,1231351.663542829
2284;1343;2625605.0839268235,1233294.1658124777,2633216.222394028,1237769.541890173
2042;1145;2610144.4019248723,1253906.1426795663,2610509.7438483885,1254110.9989491187
2272;1176;2615130.376649825,1251933.9830359742,2615265.4019702375,1252003.8729025256
2204;1243;2612402.0104011195,1230060.0828010782,2613835.1889919518,1230868.3591116068
1974;1382;2613845.3579417993,1244960.2367950287,2622978.8472833144,1251354.6047129487
1969;1291;2594704.6315391813,1259860.9815153682,2601277.6080941637,1264170.6375501484
2547;1312;2591992.14210761,1233352.419686882,2649359.1675470197,1262903.082182565
2486;1227;2619209.072836922,1220936.553580931,2624706.7088969056,1223649.988595251
2390;1201;2614703.484839635,1211358.154217892,2639108.752427659,1223622.0564661
2462;1320;2599853.3804603955,1229837.358893268,2600947.0592950135,1230423.7342229576
2136;1130;2600647.479818191,1247961.018746094,2604460.314515292,1249978.108262819
1999;1288;2597965.324121891,1255060.7973296815,2603427.8347213897,1258580.413964076
2005;1174;2608987.966709684,1219137.633360115,2642833.661964687,1238955.5117787553
2433;1380;2617646.194780257,1251928.1912822041,2618434.9671024666,1252375.5837214354
2095;1288;2596092.469515067,1221580.2200733058,2620215.5363641833,1236411.0124846
2151;1417;2612690.5428785183,1225434.325341494,2613080.6788571817,1225691.3326319482
2064;1301;2601105.7389000445,1247516.4955023907,2615971.972541305,1256887.1204865382
2526;1234;2597923.7609541677,1231698.591148104,2598025.627736357,1231748.3550472418
1949;1291;2611722.023381466,1224224.9838606038,2613167.7603963763,1225182.6270038818
2242;1225;2613890.238803498,1236493.159667163,2620802.446895369,1240269.9013765927
2223;1326;2634386.416439493,1246140.6991098456,2639290.97644597,1249066.2261312532
2046;1328;2632048.628208344,1246581.3964548435,2633519.4394845935,1247536.0579283817
2070;1260;2591219.9506181274,1219581.629918538,2640344.533032219,1249483.5496488549
2342;1125;2594146.0405291957,1225433.7025555018,2596366.6276571495,1226500.3808300314
2155;1208;2618669.7889878545,1221018.3215317572,2639854.908699373,1232893.7853886085
2281;1187;2601565.5461193533,1214271.1886061416,2613220.738626015,1220336.3852327997
2399;1361;2610631.8869375354,1244985.6385290183,2610812.2965260204,1245087.9884456203
2191;1361;2607361.6959985346,1229562.3951126542,2608190.32210817,1230077.1190447463
1959;1257;2627427.143933383,1240110.8019375354,2646103.894681466,1252094.8119887551
2216;1393;2604899.480403976,1220136.825295757,2604937.6662169048,1220160.829283758
2246;1101;2595672.5337128746,1217488.7596055395,2612112.590230501,1225547.7543632896
2080;1275;2612782.9558062474,1225105.887423297,2612820.441478403,1225128.8654194498
2494;1269;2597227.5813585245,1215911.1990463783,2617234.2353637307,1226091.0081612964
2515;1160;2640416.1090858458,1241628.3929461788,2643985.723390513,1243274.8154485303
2210;1232;2599640.921140554,1214898.3962069328,2599688.1858056127,1214924.7446536988
2131;1087;2640856.105421657,1247165.178019874,2641143.5861459845,1247311.8188210677
2414;1182;2597098.126549015,1260652.2676144838,2604932.1190966005,1264488.1330623901
2403;1207;2614251.906802924,1258377.6291799361,2614345.7866368736,1258424.783969606
2326;1361;2616446.542942449,1251072.3132941953,2616549.351645717,1251132.469203545
2531;1090;2611789.3846644983,1225365.0196044943,2649785.0560011724,1241728.228516772
2207;1321;2602204.8937571435,1211044.79547087,2616197.793607049,1219420.2466270663
2506;1270;2637394.819399665,1249881.6280663947,2637436.5151721286,1249902.7588050335
1970;1212;2610557.1981869647,1248486.907597057,2611116.105580669,1248830.7633133866
2483;1170;2605074.348916601,1222647.8913237106,2622432.0860315706,1230826.929754848
2490;1353;2617459.437023865,1258039.1049106102,2617715.618715415,1258178.3072514404
1948;1270;2633748.481451698,1240988.4911737577,2633770.1660295143,1241002.6284498498
2465;1234;2611474.7379397675,1233072.7916987254,2611658.699733642,1233164.884539959
2368;1256;2594730.029072589,1225757.1504369539,2646707.4105420657,1253326.2345271835
2336;1286;2641887.2369063767,1244307.5570908664,2642342.135538793,1244557.9850195
2132;1209;2614469.657411911,1257080.2681485421,2614608.1599650537,1257158.8092305071
2445;1364;2605801.927099955,1248573.0095371148,2612367.385865033,1252235.7030976736
2038;1331;2611213.0201555626,1251739.3912464567,2636917.392771794,1268526.6924987645
2490;1332;2605111.67413919,1230456.8182848128,2606106.172921127,1230988.815223584
2557;1186;2597248.1584832496,1251484.8242284805,2597330.2780933524,1251522.9133397755
2241;1378;2592965.331595082,1235793.168865573,2637396.2493742835,1263113.9206280627
2510;1080;2600811.164656987,1215899.3062940321,2600935.1619374347,1215952.6597055395
2399;1307;2613593.007259232,1223408.0451073775,2616815.5739438673,1225163.7327509031
2162;1206;2625043.533776939,1240833.8722270823,2641526.8228493677,1250028.528388668
2127;1238;2622724.9091394157,1234609.5632703137,2626113.735568004,1236581.9972705925
2039;1274;2610912.3965223716,1216281.3024999527,2636411.917576455,1232213.8134479187
1980;1364;2612041.2334796446,1224138.702754834,2612093.102964495,1224174.4350666197
2151;1159;2611659.1958785043,1232174.1432354131,2612641.165190819,1232703.247109413
2199;1340;2606301.8329261485,1236756.6152808007,2617367.9165435927,1243499.9313550962
2147;1392;2593761.614882156,1222533.4711614447,2596924.9107623273,1224584.3830688498
2313;1415;2593846.6022428996,1225577.8168943608,2601873.9694656585,1230488.6360124778
2025;1177;2611083.6200721953,1242487.581477879,2635029.131658811,1256405.5405580997
2525;1264;2607654.0738780377,1246658.4013031744,2624873.498969379,1255278.343210285
2150;1120;2608136.6805901416,1230625.354739696,2608176.1086315094,1230645.893998455
1943;1428;2615031.9638410253,1249934.6003360278,2629623.6564109973,1260658.705837788
2415;1266;2637424.395647822,1244538.607240717,2637537.751838794,1244598.0312315123
2291;1290;2607142.508595829,1244038.4713726745,2621376.665726861,1252053.3394211389
2485;1381;2606778.204898996,1216509.8209032791,2625319.4435804267,1226813.825176541
2538;1196;2622683.1740926616,1230754.0945127814,2636046.369824946,1237051.3293811076
2169;1154;2594690.827583711,1228053.3579330852,2595462.4465250024,1228463.8919387332
1937;1161;2623308.85697789,1241670.233900313,2641800.11443134,1252753.53276632
2200;1395;2610347.0975271324,1252005.2392140506,2614033.4633753654,1254342.7302859984
2264;1136;2606531.1198464204,1239692.3960503975,2616045.460720769,1244466.3762771029
2256;1103;2615096.102955944,1257134.630765094,2615152.988759665,1257162.4432834913
2319;1331;2605434.6632085033,1257254.6445523223,2615342.815895099,1262941.4712991354
2016;1206;2623905.687444694,1234562.1531882144,2623978.745472331,1234605.857544033
2279;1425;2616968.4372663787,1255933.4197310677,2619855.2647014,1257738.4785704298
2067;1148;2638039.3451250726,1253466.1490944244,2638918.254663096,1253954.2904343617
2420;1235;2614110.8047930626,1253960.1413441007,2617202.7616186365,1255538.0614596312
2416;1279;2611670.5785730677,1251217.164457342,2616411.665990988,1253727.0364803222
2097;1197;2606627.55616398,1232152.5426251027,2607246.7274713838,1232505.9751739642
1983;1266;2610883.2439569593,1250265.8945128173,2611146.388033056,1250433.8926975569
1926;1330;2605455.853985112,1227690.4649577127,2605478.787489944,1227706.3016978097
2247;1374;2609793.0775675275,1227417.210493219,2611324.234109052,1228353.4851207468
1982;1346;2607467.24414673,1249386.0172505402,2607582.1096419366,1249464.0237876484
2108;1229;2639887.3348799883,1243375.57886241,2640029.842872662,1243458.6634558616
2065;1440;2603905.5323899323,1217757.981481771,2614986.1745349383,1225484.9183770777
2428;1110;2631396.910352626,1238310.3354702413,2631778.5125081595,1238484.7911509012
2240;1301;2603245.267314419,1211422.6113335977,2620291.689100028,1221323.2339867575
2390;1227;2602543.7654372887,1219056.3460330467,2602690.0137340906,1219131.4283176393
2437;1321;2603545.601166838,1242592.6379580344,2627900.2762481077,1255794.3309339709
2036;1280;2605766.5979722324,1258031.3619536262,2606365.051494541,1258407.5999244296
2001;1383;2616194.2377184625,1255164.296152055,2616276.2779095205,1255220.998592951
2249;1254;2624641.7968739923,1249640.5823918325,2645732.2161960425,1261400.202591855
2239;1330;2625381.471010647,1237916.0136577142,2627008.7027504947,1238882.6140212682
1943;1209;2608600.7451031394,1243802.2226943907,2608671.555948142,1243846.2835855938
2427;1272;2608916.3095009658,1240351.5834910527,2609164.607621739,1240481.7174876013
1995;1291;2605562.944537945,1237304.8102832367,2605621.1137048984,1237342.4525862625
1969;1411;2611365.117030057,1222914.4083991523,2613987.5758514814,1224793.681835937
2245;1151;2605922.5606337,1247124.3269559685,2606100.5646769465,1247215.588717116
2137;1246;2611265.108031826,1242003.3663180484,2611683.0604426153,1242247.057803235
2152;1408;2598167.4770700657,1218597.324966624,2601143.3288750616,1220544.350682904
2333;1113;2595035.932049929,1231078.6132271271,2603219.8645819295,1234982.9068011162
2015;1295;2611560.5894089635,1223654.7645782917,2612897.4751128783,1224513.95414979
2042;1290;2631463.883861632,1245994.6394960238,2632276.0467654383,1246507.710086577
2183;1214;2601885.9087439366,1232983.5839845678,2611707.5276262676,1238445.5378659926
2369;1324;2631008.842246041,1246572.6705344396,2632407.3947430667,1247354.3013938998
2449;1141;2632061.8837608555,1242406.769720579,2632125.9507016568,1242436.6187934475
2516;1095;2609236.682766012,1249474.8784775292,2609468.732069919,1249575.8697286332
2313;1368;2595427.5860142293,1236147.3291866423,2645611.8515924434,1265828.29559866
2457;1282;2613049.61959438,1236732.1598825757,2618236.16970266,1239438.3695849832
2350;1213;2596100.9543136624,1211196.999526293,2618548.8972734506,1222783.959020005
2538;1355;2611581.6258847443,1252943.9485176823,2611994.7336139763,1253164.5005165434
2228;1130;2611990.664332659,1230382.0779001517,2613672.144740193,1231234.893367169
2122;1081;2611098.902745443,1244159.6598675812,2612217.4889111673,1244729.4957041258
2090;1220;2611912.5339298146,1239108.123940323,2612070.3309023203,1239200.235091738
2379;1335;2599157.5969808223,1216160.9804032678,2603228.7266553566,1218445.5361474892
2319;1203;2638564.3615278276,1240198.5342621382,2643450.1163261086,1242733.0590669385
2053;1201;2599165.1904587722,1219482.7196629602,2622139.820096209,1232922.8220470622
2246;1360;2625606.234581854,1236272.62809261,2625900.6669806736,1236450.9130714142
2350;1361;2599075.6824952,1219056.3287978924,2606455.082285216,1223330.1003358548
1929;1219;2630213.165698281,1243677.3583925827,2636834.7409356334,1247861.754563828
2304;1095;2603834.853572135,1237008.848402739,2641720.3289891966,1255014.3152350667
2337;1313;2624508.245509036,1241435.6196034185,2629070.2961628754,1243998.7229446645
2328;1307;2597046.3353695823,1223856.5932095652,2598954.1190692764,1224927.6728038522
2204;1167;2626765.946899629,1239051.9506509874,2626796.2388438974,1239067.9899880842
2542;1268;2611775.398879903,1247592.2986975065,2612119.5837774766,1247763.9849485387
2013;1080;2611406.709236878,1238256.1571499456,2614364.6675612237,1239843.139261368
2031;1387;2617874.330280508,1252915.7419152968,2639035.9084640844,1267367.2972774934
2216;1307;2598378.1593060605,1218574.7760425955,2598441.23764244,1218611.97973648
2144;1239;2642757.19880074,1249524.0037536821,2642910.7123319935,1249612.7179632075
2322;1309;2612542.9008546188,1241400.48557399,2617606.374855031,1244254.9590737915
2490;1427;2596764.627863247,1216311.9775300268,2608999.5120908488,1223323.6963223112
1925;1093;2623997.7426738776,1235283.800432899,2624683.0381168528,1235672.9058454558
2223;1206;2608480.5719309347,1249627.6286412568,2609001.6712251203,1249910.3302826367
1936;1324;2608780.810483358,1240982.1910076556,2609016.304873689,1241143.241923357
2525;1188;2605002.5942854783,1225170.704788968,2606705.7626829785,1225972.037088465
2023;1380;2614302.7244259138,1259003.4585203389,2614351.6523778997,1259036.8349779467
1976;1330;2610434.8572549415,1232859.0906035027,2610476.704257593,1232887.2568552874
2442;1125;2639404.1347982283,1253353.851456034,2640091.3123183115,1253670.4258663915
2247;1317;2631926.906687094,1246147.0038719394,2632130.6342625413,1246266.4116231028
2161;1250;2594984.918473131,1245051.079370811,2634711.8642441826,1268030.5713716508
2264;1146;2628377.8691928512,1235221.1623224462,2628479.968794473,1235272.843481218
2035;1440;2615905.780366842,1250984.335149127,2621820.6431816337,1255169.7909001345
2253;1178;2605284.721045924,1234574.3189615265,2606804.1624013563,1235368.771654247
2306;1346;2594299.245323143,1250555.8748678411,2613921.5020016422,1262009.2822786216
2528;1375;2610125.119205088,1216031.6095448672,2649379.546704193,1237382.4156410974
2013;1330;2594167.85945203,1235914.7599733684,2603192.6060178964,1241877.458896668
2312;1141;2607631.5667356076,1222150.8920356794,2634069.866119067,1235198.5129684336
2281;1271;2606616.024796753,1236259.6234255799,2628488.296014889,1248447.1099307316
2487;1280;2641690.7214586237,1244455.5148566857,2641819.251954119,1244521.6664587099
2482;1179;2608123.4236587505,1249229.1539425869,2630325.395750088,1259775.537945684
2222;1364;2595340.1437553,1246704.2442769473,2617301.1721177623,1260185.2715885579
2113;1148;2612006.722482647,1229114.9643360476,2628327.2182043083,1237981.9445009634
2334;1226;2604806.491603533,1220698.0869402692,2605645.2477282546,1221138.6674925012
2423;1395;2637854.282669608,1243387.6146332931,2638311.1741895746,1243650.6619590682
2280;1211;2611808.643596936,1220038.9959142993,2623860.7993937293,1226440.3821730346
2519;1095;2620944.6814128677,1235690.4070502354,2622234.516774068,1236251.0937197527
2054;1415;2618733.4648310426,1248197.8602646869,2638815.1768773464,1262032.145827257
1988;1143;2619085.087644941,1229633.283933457,2633005.53059764,1237636.8384077703
2393;1211;2607376.2213625144,1220239.714350804,2615957.2974226195,1224582.2480360477
1990;1429;2628481.1359025524,1239027.3373329185,2629356.9135022773,1239656.2248655853
2477;1093;2590975.966351294,1225405.7498508242,2642169.648486931,1247995.4529490282
2381;1138;2593160.7454584925,1237048.4479637865,2614471.770827916,1247234.0619370767
2051;1329;2599710.1800333536,1221149.6869075235,2599891.2312659933,1221267.0038690928
2440;1289;2598253.111991424,1232055.5837335659,2634229.2538345587,1251061.0127646315
2332;1279;2623179.3876729803,1242174.6938316275,2623205.2375307716,1242188.871347972
2014;1258;2637556.080032846,1245092.5505869153,2638234.2187306006,1245516.1347387398
2560;1098;2609070.934692704,1236670.5178454374,2612930.7296306845,1238326.008018056
2434;1225;2596093.6469867113,1259069.3675453598,2607596.6511204024,1264858.6773497034
2175;1432;2599567.9624454402,1234538.6194704322,2608554.5624261783,1240455.314262348
2306;1295;2620952.8726515495,1241729.3520059483,2622375.313702961,1242528.1643049847
1949;1082;2607312.3672890686,1247971.198237281,2607766.269498262,1248223.1849947704
2502;1176;2603710.435907798,1249036.9616822794,2607436.5474122707,1250788.3234445734
2289;1339;2596317.052724147,1230591.6976176195,2596351.022580443,1230611.5690189216
2275;1173;2610133.308879181,1246798.540392465,2610811.5372143043,1247148.2379032783
2079;1364;2610918.283340047,1225101.114998898,2616009.4026563,1228441.3202645876
2153;1141;2610242.4055168983,1236273.6864720706,2611699.207727531,1237045.730746261
2472;1358;2621831.6947692027,1232532.962910158,2639294.3890857548,1242126.142069494
2301;1116;2610117.4788961606,1228670.2755321914,2615324.7933241352,1231195.856975746
2377;1347;2616695.31531036,1254793.902668605,2617569.104268143,1255289.0619980684
2197;1120;2591771.3326310376,1230431.216015535,2608917.556774418,1239172.122269784
2007;1189;2609092.8446246563,1235391.8969985466,2609141.1598830614,1235420.5202383292
2247;1140;2634983.5225784327,1244170.9053827466,2635027.7761150687,1244193.357110279
1958;1431;2594440.827985561,1227240.759838938,2596006.040839422,1228384.6922157898
2218;1384;2613736.5625477326,1254437.2997687093,2626005.3804227044,1262092.8651154006
2206;1413;2629366.960644317,1238439.8521380536,2632428.6599543775,1240400.9496562383
2096;1112;2638019.864532972,1245437.1610756055,2638336.6325638345,1245605.2173973224
1945;1113;2597495.3141875193,1230566.6484758644,2598838.9380769776,1231335.5191128654
2236;1406;2618909.911900215,1240066.450016619,2623321.1743265158,1242840.2581433535
2265;1333;2606503.149458156,1229810.8651148393,2607566.5579600073,1230436.70331924
2444;1376;2613024.8153897915,1237917.6415118144,2613226.492484076,1238031.188026436
2480;1391;2616219.524212094,1227211.3582742107,2636534.5876177317,1238605.8152085822
2158;1148;2619870.0007598125,1241595.244781918,2622908.1202525976,1243211.4455130193
2208;1207;2622887.4132802594,1242800.8516593885,2634779.6267836145,1249301.7129359057
2210;1244;2611995.143459189,1240900.4510173362,2612344.9733584975,1241097.36884301
1944;1113;2613371.3594154418,1253700.4951905464,2613633.6817014227,1253850.6827956373
1978;1156;2600587.467128598,1241490.2978540661,2617436.152122573,1251337.1531892705
1947;1423;2604342.2549663624,1227579.6373309311,2606308.235180434,1229016.509362068
2165;1309;2593170.4128296073,1255430.8616528716,2613488.133116443,1267715.3401080533
2199;1261;2603697.9341217214,1254933.7253123058,2609950.033603126,1258518.94470569
1978;1438;2621902.1185521726,1236777.639839076,2622039.23859719,1236877.3256958686
1943;1211;2612591.0701040253,1246789.7042142085,2613174.458817994,1247153.3088115405
2051;1132;2599946.5305488096,1251852.2012728723,2601796.018703803,1252872.9816685095
2188;1197;2607285.1896443446,1258349.25706475,2610382.5706010354,1260043.756610069
1979;1146;2610655.4004028947,1249274.7218640056,2610679.549611188,1249288.7061958415
2404;1318;2594241.80438828,1228456.9705280985,2594864.7887867102,1228798.5235385525
2243;1155;2630327.458346639,1238187.0189342704,2642307.9641345367,1244356.2049284843
2281;1118;2629306.671922079,1237904.05541837,2629584.6903729443,1238040.3222434765
2498;1179;2606730.737637481,1246639.6747088844,2606768.0397261833,1246657.2804585157
2315;1265;2644255.3299837885,1249377.2404609402,2644286.1564735286,1249394.085173476
2302;1430;2637862.4177337256,1248649.351582707,2641847.0735223214,1251124.6156042935
1965;1330;2609152.5209951946,1224141.9430309236,2609214.1532111517,1224183.658474803
1955;1436;2605528.9135171664,1225030.0793879277,2611189.170311622,1229187.6900052365
2372;1101;2608863.4560571713,1244724.9311171074,2628705.948314353,1253935.126722148
2232;1350;2597032.2688659364,1226751.6441383266,2597582.005937838,1227084.1463995578
2210;1109;2590795.804023649,1217812.627992537,2619311.156950016,1232121.9159542301
2423;1234;2640408.5135834026,1247462.9025848343,2640819.8115929854,1247672.3709066773
2024;1209;2616749.079740715,1256804.0630183327,2630203.6088262936,1264840.8839987991
2020;1321;2631482.223663073,1243382.8442110517,2632387.065294815,1243974.5748028988
2332;1328;2607985.4717457606,1249036.9592406254,2623736.66295977,1258006.7628136117
2517;1336;2601482.7152778395,1257604.2168689684,2601853.5687977523,1257801.062440126
2272;1440;2623164.7873575557,1233977.5126034857,2627104.7875708174,1236474.6958372428
1984;1287;2605241.9295659126,1222462.7544611704,2605450.8108355044,1222598.25355087
2554;1377;2606646.5490013477,1233178.4110419746,2606829.9781224723,1233277.3076354703
2323;1392;2591920.677412994,1227279.5399608398,2617029.926861638,1242325.63347462
2160;1184;2614371.4033390526,1223874.3625596815,2614539.9792749425,1223966.7671467618
2481;1108;2610574.586504167,1229555.2784959823,2611206.819639663,1229837.6300937776
1956;1091;2597971.4261631547,1227695.3080787256,2605811.9756972073,1232068.5389282403
2344;1413;2613461.6107926243,1250753.5412859758,2614430.4280840266,1251337.559559334
2089;1132;2601246.204119087,1257463.114689287,2602838.2822747733,1258325.8396640297
2134;1281;2628221.1678362265,1240343.1457547827,2628319.055003223,1240401.9055771457
2025;1169;2599842.741053715,1217446.804332797,2599866.068977251,1217460.2711686557
2009;1114;2591532.5844065286,1235796.7492106478,2621547.3618755573,1252440.0852487255
2223;1103;2627921.303435085,1246506.8637839234,2635001.005883666,1250019.6446209839
2109;1433;2602003.5220022677,1259425.0544717063,2602152.8895991845,1259526.5451148462
2272;1334;2608317.8947046692,1232001.5277786746,2609258.91940218,1232554.0484417372
2001;1347;2604146.106037953,1244733.4135361,2606540.8477250803,1246345.46603613
1997;1253;2613809.5015508775,1222914.862346913,2618018.3353133043,1225555.6578923918
1942;1122;2606002.942156506,1216499.7774806994,2614194.957997718,1221232.7547071876
2299;1313;2595221.0345850163,1250130.3949043285,2612263.8284837906,1259863.839179705
1972;1130;2591014.191836457,1245997.7362325226,2606501.733681754,1254872.4432736922
2035;1391;2605748.3525530985,1256898.521747136,2605870.7261299314,1256982.1687473198
2199;1096;2609302.128634693,1234977.9406331703,2609805.617128308,1235228.8835112974
1939;1114;2635745.6339918426,1256469.8660600416,2639708.236499212,1258746.4721421509
1955;1307;2607647.26453271,1250443.7444880612,2607681.140785958,1250466.392192918
2281;1237;2592466.6157407803,1220214.0404437592,2609796.7723712972,1229612.288471795
2301;1323;2622767.910513861,1239754.3384652378,2634807.1992862364,1246676.5370944652
2530;1366;2611112.1010597204,1220304.4713462687,2617765.2969977404,1223896.6712084564
2503;1160;2593828.9534016945,1210383.4850525567,2630966.1359285214,1227594.4845456127
1975;1290;2617939.146073379,1254831.2702355478,2618005.213209567,1254874.4229472857
2249;1437;2591754.7787870714,1252276.4623383938,2607379.5802450622,1262259.9393037704
2380;1361;2604176.644500008,1245399.5154315063,2622334.110683852,1255782.839581175
2551;1381;2600787.0493063275,1235650.792089598,2603277.7955088187,1236999.173314859
1943;1342;2608314.880657641,1227020.1267859018,2609145.924108633,1227594.1156233852
2414;1261;2623593.2946078726,1242277.2136413453,2629685.196402198,1245459.4374038328
2046;1232;2630604.6236006804,1256629.4862170522,2642989.3459798684,1264086.9534561331
2404;1314;2615000.239667979,1248356.4687403378,2633028.008560988,1258210.249241758
2537;1085;2606947.539045884,1234841.4688923522,2620136.9732339145,1240482.2005021325
1960;1410;2630266.1336592822,1237226.6830256945,2630328.6704038805,1237271.6711940025
2384;1399;2635898.9445904866,1248719.4823060518,2636174.985252265,1248881.4709326571
2165;1171;2594130.7766337576,1214888.1909320022,2606834.5437986883,1221759.3740036574
2217;1422;2637432.0233486034,1253013.2722764893,2643492.6625258084,1256900.6105308805
2382;1129;2597808.442968033,1231887.8286896255,2600227.3284640857,1233034.3113617683
2203;1327;2600086.4290041253,1248658.432546582,2611399.146656869,1255472.7658762191
